id,key,subject,sender,recipient,date,msg,tags,concepts,class
302,odbc://SAS_1970s/dbo.SAS_Docs/1570802,TRANSFER WALTER KRAFT,BUENOS AIRES,STATE,13-Aug-74,,"ASEC, AR",n/a,CONFIDENTIAL
303,odbc://SAS_1970s/dbo.SAS_Docs/1636390,VISAS ALPHA,MOSCOW,ATHENS,6-Aug-74,,"CVIS, SREF, UR, GR, US, (BURTSOS)",n/a,LIMITED OFFICIAL USE
304,odbc://SAS_1970s/dbo.SAS_Docs/1576935,HARCOS:FLETCHER BEGIN SUMMARY. CHIEF MINISTER SAYS PRISONERS'  CONFESSION TO,NEW DELHI,STATE,12-Aug-74,,"CASC, PFOR, IN, US, (HARCOS), (FLETCHER)",,CONFIDENTIAL
305,odbc://SAS_1970s/dbo.SAS_Docs/1568204,MARINE SECURITY GUARD-EARLY RELIEF,PANAMA,STATE,13-Aug-74,,ASEC,n/a,LIMITED OFFICIAL USE
306,odbc://SAS_1970s/dbo.SAS_Docs/1565531,TRANSIT LIBYAN FIR BY USAF AIRCRAFT,STATE,TRIPOLI,13-Aug-74,,"PFOR, OCLR, LY, US","MILITARY AIRCRAFT, AIRSPACE, AIRCRAFT OVERFLIGHTS",SECRET
307,odbc://SAS_1970s/dbo.SAS_Docs/1574131,ARAMCO-SAUDI NEGOTIATIONS,STATE,JIDDA,12-Aug-74,,"ENRG, SA, US, ARAMCO","PETROLEUM INDUSTRY, INFLATION, PRICES, NEGOTIATIONS",SECRET
308,odbc://SAS_1970s/dbo.SAS_Docs/1574326,REPORTED PRESENCE OF PATTY HEARST AND HARRISES,TEGUCIGALPA,STATE FBI,12-Aug-74,,ASEC,n/a,CONFIDENTIAL
309,odbc://SAS_1970s/dbo.SAS_Docs/1639439,,MELBOURNE,STATE,6-Aug-74,,"CVIS, ELAB, AS, (CARMICHAEL, LAURENCE N)","VISAS, LABOR UNION OFFICIALS",CONFIDENTIAL
310,odbc://SAS_1970s/dbo.SAS_Docs/1639626,RELEASE OF JOSETTE BAUER (NEE GEISSER),BERN,STATE,6-Aug-74,,"PFOR, CFED, CGEN, SZ, (BAUER, JOSETTE)","MURDER, EXTRADITION, PRISONERS RELEASE",LIMITED OFFICIAL USE
311,odbc://SAS_1970s/dbo.SAS_Docs/1640332,,TOKYO,STATE,5-Aug-74,,"MARR, JA, US, YQ",,CONFIDENTIAL
312,odbc://SAS_1970s/dbo.SAS_Docs/1644689,,STATE JOINT,COMUSKOREA SEOUL SEOUL,5-Aug-74,,"MILI, PINR, KS, US",,SECRET
313,odbc://SAS_1970s/dbo.SAS_Docs/1649942,,RANGOON,STATE,5-Aug-74,,"ASEC, BM",n/a,LIMITED OFFICIAL USE
314,odbc://SAS_1970s/dbo.SAS_Docs/1662270,ASYLUM REQUEST: JORGE GOMEZ-REYES,STATE,SANTIAGO,2-Aug-74,,"SREF, CI, US, (GOMEZ-REYES, JORGE)","POLITICAL ASYLUM, BIOGRAPHIC INFORMATION, DATA",CONFIDENTIAL
315,odbc://SAS_1970s/dbo.SAS_Docs/1650589,FACT FINDING VISIT (U),ANKARA,STATE,5-Aug-74,,"MNUC, US, TU, GR, CY",,SECRET
316,odbc://SAS_1970s/dbo.SAS_Docs/1653132,COLLECTION REQUIREMENT,DAMASCUS,DIA,5-Aug-74,,"MASS, PINR, SY, UR",,SECRET
317,odbc://SAS_1970s/dbo.SAS_Docs/1679716,TENNECO FOUR,BEIRUT,KHARTOUM,1-Aug-74,,"PINS, CASC, LE, ET, SU","KIDNAPPING, NEGOTIATIONS, TENNECO FOUR, PRISONERS RELEASE",CONFIDENTIAL
318,odbc://SAS_1970s/dbo.SAS_Docs/1680009,"OPERATION BUCCANEER, SITREP 5",KINGSTON,DEA,1-Aug-74,,"SNAR, PINS, JM","DRUG CONTROL, PROGRAMS (PROJECTS), OPERATION BUCCANEER, SIT REP 5",LIMITED OFFICIAL USE
319,odbc://SAS_1970s/dbo.SAS_Docs/1677250,RESPONSE TO BOUDIN LETTER ON HARCOS/FLETCHER,NEW DELHI,STATE,1-Aug-74,,"CASC, PFOR, IN, (MOYNIHAN, DANIEL P), (HARCOS), (FLETCHER), (BOUDIN)",,LIMITED OFFICIAL USE
320,odbc://SAS_1970s/dbo.SAS_Docs/1674317,,STATE,CAIRO,1-Aug-74,,"ASEC, (USSS)",n/a,LIMITED OFFICIAL USE
321,odbc://SAS_1970s/dbo.SAS_Docs/1626795,,BANGKOK,STATE,7-Aug-74,,ASEC,n/a,LIMITED OFFICIAL USE
322,odbc://SAS_1970s/dbo.SAS_Docs/1602721,VISIT TO DIEGO GARCIA,BANGKOK,STATE,9-Aug-74,,"PFOR, PINT, MILI, MOPS, TH, XO, US, (CHATCHAI)","INDIAN OCEAN ZONE OF PEACE, MILITARY PERSONNEL, MILITARY VISITS,  DIEGO GARCIA, OBSERVATION AIRCRAFT",CONFIDENTIAL
323,odbc://SAS_1970s/dbo.SAS_Docs/1645492,PROPOSED RESPONSE TO BOUDIN LETTER,STATE,NEW DELHI,5-Aug-74,,"CASC, PFOR, IN, (HARCOS), (FLETCHER)",,LIMITED OFFICIAL USE
324,odbc://SAS_1970s/dbo.SAS_Docs/1648581,HARCOS/FLETCHER VENKATESWARAN (MEA JOINT SECRETARY HANDLING THE  AMERICAS THIS,NEW DELHI,CALCUTTA STATE,5-Aug-74,,"PFOR, CASC, IN, (HARCOS), (FLETCHER)",,CONFIDENTIAL
325,odbc://SAS_1970s/dbo.SAS_Docs/1648565,HARCOS AND FLETCHER,NEW DELHI,STATE,5-Aug-74,,"PFOR, CASC, IN, (HARCOS), (FLETCHER)",,CONFIDENTIAL
326,odbc://SAS_1970s/dbo.SAS_Docs/1626515,HARCOS/FLETCHER,STATE,NEW DELHI,6-Aug-74,,"CASC, PFOR, IN, US, (HARCOS), (FLETCHER)",,CONFIDENTIAL
327,odbc://SAS_1970s/dbo.SAS_Docs/1645417,JAN DROBOT,STATE,NEW DELHI,5-Aug-74,,"PFOR, CASC, IN, WESTINGHOUSE, (DROBOT, JAN)",ARRESTS,LIMITED OFFICIAL USE
328,odbc://SAS_1970s/dbo.SAS_Docs/1638130,JAN DROBOT,NEW DELHI,STATE,6-Aug-74,,"PFOR, IN, WESTINGHOUSE, (DROBOT, JAN)","ARRESTS, PRISONERS RELEASE",LIMITED OFFICIAL USE
329,odbc://SAS_1970s/dbo.SAS_Docs/1637803,PROPOSED MEETING OF SAUDI-U.S. SECURITY COMMISSION,JIDDA,STATE,6-Aug-74,,"MASS, MARR, SA, US, (ELLSWORTH)","MEETING AGENDA, ITINERARY, ARMED FORCES, MILITARY ASSISTANCE,  MILITARY VISITS, INTERGOVERNMENTAL COOPERATION",SECRET
330,odbc://SAS_1970s/dbo.SAS_Docs/1651405,ATTEMPTED BOMBING OF PAN AM OFFICE,BEIRUT,STATE,5-Aug-74,,"ASEC, LE",n/a,CONFIDENTIAL
331,odbc://SAS_1970s/dbo.SAS_Docs/1528955,MBASSADOR'S AUGUST 16 MEETING WITH FONMIN ALLON FOR AMBASSADOR FROM  ATHERTON,STATE,TEL AVIV,16-Aug-74,,"PFOR, IS, (ALLON, YIGAL)","DIPLOMATIC DISCUSSIONS, COMMUNIQUES",SECRET
332,odbc://SAS_1970s/dbo.SAS_Docs/1620403,,SAO PAULO,PANAMA,7-Aug-74,,"ASEC, (MSG DET)",n/a,LIMITED OFFICIAL USE
333,odbc://SAS_1970s/dbo.SAS_Docs/1610353,,PANAMA,SAO PAULO,8-Aug-74,,"ASEC, PN",n/a,CONFIDENTIAL
334,odbc://SAS_1970s/dbo.SAS_Docs/1623190,SHIPPING DOCUMENTS TO CUBA,GEORGETOWN,STATE,7-Aug-74,,"EGEN, GY, CU",SHIPPING DOCUMENTS,CONFIDENTIAL
335,odbc://SAS_1970s/dbo.SAS_Docs/1610002,,KINGSTON,DEA HEADQUARTERS WASHDC STATE,8-Aug-74,,"SNAR, PINS, CPRS, PFOR, JM, US, (MILLER, BASIL)","EXTRADITION, DRUG TRAFFIC, DOCUMENTS, ARRESTS, VISAS",LIMITED OFFICIAL USE
336,odbc://SAS_1970s/dbo.SAS_Docs/1420109,,STATE,NAVFINCEN CLEVE OHIO,27-Aug-74,,"ASEC, APER, (VINES, RONNIE L)",n/a,UNCLASSIFIED
337,odbc://SAS_1970s/dbo.SAS_Docs/1420104,,STATE,NAVFINCEN CLEVE OHIO,27-Aug-74,,"ASEC, APER, (BATTLE, MARTIN)",n/a,UNCLASSIFIED
338,odbc://SAS_1970s/dbo.SAS_Docs/1425052,,SAIGON,MARSECURITYGDBN WASHDC,27-Aug-74,,"ASEC, (MCMAINS, STEPHEN L)",n/a,UNCLASSIFIED
339,odbc://SAS_1970s/dbo.SAS_Docs/1425059,,SAIGON,MARSECURITYGDBN WASHDC,27-Aug-74,,"ASEC, (STDENIS, HAROLD J JR)",n/a,UNCLASSIFIED
340,odbc://SAS_1970s/dbo.SAS_Docs/1427351,BOULDER NAME CHECK,DUSSELDORF,STATE BONN,27-Aug-74,,ASEC,n/a,UNCLASSIFIED
341,odbc://SAS_1970s/dbo.SAS_Docs/1471929,"SEABEE TRAVEL FOR OIC NSU, FROM CPIOC SEABEE TRAM, SAIGON",SAIGON,STATE,22-Aug-74,,"ASEC, OTRA",n/a,UNCLASSIFIED
342,odbc://SAS_1970s/dbo.SAS_Docs/1472438,VISAS: EAGLE NAME CHECK,ROME,STATE,22-Aug-74,,"OREP, SPOP, (SANDMAN)",n/a,UNCLASSIFIED
343,odbc://SAS_1970s/dbo.SAS_Docs/1546801,BOULDER REPEATER NAME CHECK,TIJUANA,SECSTATE WASHDC DIRECTOR FBI 0153,14-Aug-74,,n/a,,UNCLASSIFIED
344,odbc://SAS_1970s/dbo.SAS_Docs/1549016,,STATE,COMDG OFCR NAVAL FINANCE CENTER CLE,14-Aug-74,,"ASEC, APER, (HUGHEY, JAMES R)",n/a,UNCLASSIFIED
345,odbc://SAS_1970s/dbo.SAS_Docs/1552006,n/a,PANAMA,n/a,14-Aug-74,,"ASEC, APER, PN, (FRANCE, WANE G)",n/a,UNCLASSIFIED
346,odbc://SAS_1970s/dbo.SAS_Docs/1554266,,CAIRO,BEIRUT,14-Aug-74,,"ASEC, EG",n/a,UNCLASSIFIED
347,odbc://SAS_1970s/dbo.SAS_Docs/1555810,,GENEVA,n/a,14-Aug-74,,"ASEC, (HARBIN, JOHN A)",n/a,UNCLASSIFIED
348,odbc://SAS_1970s/dbo.SAS_Docs/1659573,"PFC KENNETH R. RALSTON, JR.",STATE,BANGKOK,2-Aug-74,,"CASC, MILI, TH, US, (RALSTON, KENNETH R)",,UNCLASSIFIED
349,odbc://SAS_1970s/dbo.SAS_Docs/1662609,,STATE,CH NAVAL PERSONNEL TWO ZERO CONSTRUCTION REGIMENT GULF,2-Aug-74,,"ASEC, APER, (DRAKE, FORREST EUDEAN)",n/a,UNCLASSIFIED
350,odbc://SAS_1970s/dbo.SAS_Docs/1662602,,STATE,CO US NAVAL MOBILE CON BN SIXTY-TWO,2-Aug-74,,"ASEC, APER, (HOESCHE, ANTHONY)",n/a,UNCLASSIFIED
351,odbc://SAS_1970s/dbo.SAS_Docs/1665309,TRANSFER MARINE SECURITY GUARD FROM MSGDET PANAMA,PANAMA,n/a,2-Aug-74,,"ASEC, PN",n/a,UNCLASSIFIED
352,odbc://SAS_1970s/dbo.SAS_Docs/1665304,"MONTHLY PERSONNEL DATA REPORT FM CO ""D"" MARSECURITYGDBN AMEMBASSY  PANAMA",PANAMA,n/a,2-Aug-74,,"ASEC, PN",n/a,UNCLASSIFIED
353,odbc://SAS_1970s/dbo.SAS_Docs/1665298,"LAW OF THE SEA CONFERENCE, CARACAS: MARINE GUARD FM CO ""D""  MARSECURITYGDBN AMEMBASSY PANAMA",PANAMA,QUITO,2-Aug-74,,"ASEC, OCON, PN",n/a,UNCLASSIFIED
354,odbc://SAS_1970s/dbo.SAS_Docs/1665951,PERSONNEL ASSIGNMENTS - POSTING MARINE SECURITY GUARD,NHA TRANG,MARINE SECURITY GUARD BATTALION,2-Aug-74,,"APER, ASEC, (HUFF, LEROY JR)",n/a,UNCLASSIFIED
355,odbc://SAS_1970s/dbo.SAS_Docs/1670681,REPORT OF TRANSFER,GENEVA,FRANKFURT,2-Aug-74,,ASEC,n/a,UNCLASSIFIED
356,odbc://SAS_1970s/dbo.SAS_Docs/1671067,,ATHENS,STATE,2-Aug-74,,"CASC, SNAR, GR, (DRESMAN, HELEN URGUHART)",,UNCLASSIFIED
357,odbc://SAS_1970s/dbo.SAS_Docs/1612793,TR OF MSGS FOR A/SY/FO SEC STATE,FRANKFURT,n/a,8-Aug-74,,ASEC,n/a,UNCLASSIFIED
358,odbc://SAS_1970s/dbo.SAS_Docs/1482198,,STATE JOINT,CDR US ARMY TRANSPORTATION COMMAND,21-Aug-74,,"ASEC, APER, (GLEASON, RICHARD L)",n/a,UNCLASSIFIED
359,odbc://SAS_1970s/dbo.SAS_Docs/1601050,,THE HAGUE,STATE,8-Aug-74,,"CPRS, PFOR, NL, (CARROLL, JOEL ALLEN)",EXTRADITION,UNCLASSIFIED
360,odbc://SAS_1970s/dbo.SAS_Docs/1404886,,STATE,DOD,28-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
361,odbc://SAS_1970s/dbo.SAS_Docs/1404881,,STATE,VIENTIANE,28-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
362,odbc://SAS_1970s/dbo.SAS_Docs/1404872,,STATE,COMMANDER NAVAL MOBILE CONSTRUCTION,28-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
363,odbc://SAS_1970s/dbo.SAS_Docs/1408355,n/a,PANAMA,n/a,28-Aug-74,,"OTRA, ASEC",n/a,UNCLASSIFIED
364,odbc://SAS_1970s/dbo.SAS_Docs/1408976,,SAIGON,MARSECURITYGDBN WASHDC,28-Aug-74,,"APER, ASEC, (NICHOLAS, DONALD R), (PADDOCK, RICHARD G), (PATE, TERRY D),  (RAGLAND, DAVID L), (PARKER, HAROLD J)",n/a,UNCLASSIFIED
365,odbc://SAS_1970s/dbo.SAS_Docs/1411652,TRANSFER,LISBON,FRANKFURT,28-Aug-74,,ASEC,n/a,UNCLASSIFIED
366,odbc://SAS_1970s/dbo.SAS_Docs/1411643,BOULDER,LOURENCO MARQUES,STATE FBI,28-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
367,odbc://SAS_1970s/dbo.SAS_Docs/1446066,DHEW/PHS/FDA/SFCP-TRAVEL OF MR. RICHARD A. TERSELIC,STATE,BELGRADE ZAGREB,30-Aug-74,,"TPHY, OSCI, TBIO, YO, (TERSELIC, RICHARD A)","BIRTH CONTROL, PERSONNEL TRAVEL",UNCLASSIFIED
368,odbc://SAS_1970s/dbo.SAS_Docs/1417188,MSG JOINING,ASUNCION,PANAMA,28-Aug-74,,ASEC,n/a,UNCLASSIFIED
369,odbc://SAS_1970s/dbo.SAS_Docs/1682758,DEPARTURE ONSEABEE ROY SANFORD MORROW DEPT. FOR NAVAL SUPPORT UNIT:     FRANKFURT FOR RSS AND RTC,BUDAPEST,STATE,28-Aug-74,,"APER, ASEC, YO",n/a,UNCLASSIFIED
370,odbc://SAS_1970s/dbo.SAS_Docs/1488032,"MITCHELL, THOMAS PAUL SEL. SERVICE",NEW DELHI,STATE,21-Aug-74,,ASEC,n/a,UNCLASSIFIED
371,odbc://SAS_1970s/dbo.SAS_Docs/1402504,BOULDER EXEMPTION NAME CHECK,MUSCAT,SECSTATE WASHDC LONDON,31-Aug-74,,n/a,A/DIR/FBI,UNCLASSIFIED
372,odbc://SAS_1970s/dbo.SAS_Docs/1400044,REPORT OF TRANSFER,STOCKHOLM,FRANKFURT,31-Aug-74,,ASEC,n/a,UNCLASSIFIED
373,odbc://SAS_1970s/dbo.SAS_Docs/1682767,"REASSIGNMENT MESSAGE , CPL D.H. SHAYT",GEORGETOWN,PORT AU PRINCE,30-Aug-74,,"APER, ASEC",n/a,UNCLASSIFIED
374,odbc://SAS_1970s/dbo.SAS_Docs/1559354,PERMANENT CHANGE OF STATION,BEIRUT,MSGBN WASHDC,30-Aug-74,,"MILI, ASEC",n/a,UNCLASSIFIED
375,odbc://SAS_1970s/dbo.SAS_Docs/1592590,,VIENTIANE,STATE,29-Aug-74,,ASEC,n/a,UNCLASSIFIED
376,odbc://SAS_1970s/dbo.SAS_Docs/1488700,,SAN JOSE,CMC,21-Aug-74,,"APER, ASEC, CS, (CARTER, JAMES E)",n/a,UNCLASSIFIED
377,odbc://SAS_1970s/dbo.SAS_Docs/1488685,,SAIGON,MARSECTYGDBN,21-Aug-74,,"APER, ASEC, (JOHNSON, S E)",n/a,UNCLASSIFIED
378,odbc://SAS_1970s/dbo.SAS_Docs/1521566,"JOIN FRANKFURT FOR CO CO ""A""",LISBON,FRANKFURT,30-Aug-74,,ASEC,n/a,UNCLASSIFIED
379,odbc://SAS_1970s/dbo.SAS_Docs/1521552,"PCS ORDERS CASE OF [Sensitive Information Removed, NARA 3/1/2006]",QUITO,PANAMA,30-Aug-74,,ASEC,n/a,UNCLASSIFIED
380,odbc://SAS_1970s/dbo.SAS_Docs/1557529,RELAD OF PERS MCFC FOR SPL ACCTS BR,FRANKFURT,n/a,30-Aug-74,,ASEC,n/a,UNCLASSIFIED
381,odbc://SAS_1970s/dbo.SAS_Docs/1504807,,WELLINGTON,STATE,19-Aug-74,,"CASC, CPAS, PFOR, SNAR, NZ, (MAESTRI)","DRUG TRAFFIC, ARRESTS, COURT DECISIONS",UNCLASSIFIED
382,odbc://SAS_1970s/dbo.SAS_Docs/1500821,,CAIRO,BEIRUT,20-Aug-74,,ASEC,n/a,UNCLASSIFIED
383,odbc://SAS_1970s/dbo.SAS_Docs/1500831,,CAIRO,BEIRUT,20-Aug-74,,"ASEC, EG",n/a,UNCLASSIFIED
384,odbc://SAS_1970s/dbo.SAS_Docs/1501594,,BUENOS AIRES,WARSAW,20-Aug-74,,"APER, ASEC",n/a,UNCLASSIFIED
385,odbc://SAS_1970s/dbo.SAS_Docs/1688971,NIV CASE,BUDAPEST,STATE,29-Aug-74,,OVIP,n/a,UNCLASSIFIED
386,odbc://SAS_1970s/dbo.SAS_Docs/1426884,"UNIT DIARY #15-74 FRANKFURT FOR CO ""A"" MSGBN",WARSAW,FRANKFURT BEIRUT,26-Aug-74,,ASEC,n/a,UNCLASSIFIED
387,odbc://SAS_1970s/dbo.SAS_Docs/1440589,SECURITY CLEARANCE,BANGKOK,STATE,26-Aug-74,,ASEC,n/a,UNCLASSIFIED
388,odbc://SAS_1970s/dbo.SAS_Docs/1577262,,OSLO,MARSECURITYGDBN WASHDC PRIORITY,12-Aug-74,,"APER, ASEC, (BARNES, W M)",n/a,UNCLASSIFIED
389,odbc://SAS_1970s/dbo.SAS_Docs/1581108,MSG REASSIGNMENT,ASUNCION,RIO DE JANEIRO,12-Aug-74,,ASEC,n/a,UNCLASSIFIED
390,odbc://SAS_1970s/dbo.SAS_Docs/1525729,,STATE,NAVAL RESERVE CENTER,16-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
391,odbc://SAS_1970s/dbo.SAS_Docs/1505809,EMERGENCY WITHDRAWAL SERVICE (,PORT LOUIS,SECSTATE WASHDC,19-Aug-74,,n/a,N/A,UNCLASSIFIED
392,odbc://SAS_1970s/dbo.SAS_Docs/1525733,,STATE,SERVICE SCHOOL COMMAND NAVAL TRAINI,16-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
393,odbc://SAS_1970s/dbo.SAS_Docs/1514092,,CAIRO,BEIRUT,19-Aug-74,,ASEC,n/a,UNCLASSIFIED
394,odbc://SAS_1970s/dbo.SAS_Docs/1529496,REPORT OF TRANSFER A. UD WORKSHEET NUMBER 95-74,PARIS,FRANKFURT,16-Aug-74,,ASEC,n/a,UNCLASSIFIED
395,odbc://SAS_1970s/dbo.SAS_Docs/1514911,,BEIRUT,STATE,19-Aug-74,,"ASEC, OTRA",n/a,UNCLASSIFIED
396,odbc://SAS_1970s/dbo.SAS_Docs/1515183,BOULDER NAME CHECK,BILBAO,STATE,19-Aug-74,,"CVIS, ASEC, SY, EG, SP",n/a,UNCLASSIFIED
397,odbc://SAS_1970s/dbo.SAS_Docs/1512492,,NEW DELHI,MARSCTYGDBN WASHDC,19-Aug-74,,"ASEC, IN",n/a,UNCLASSIFIED
398,odbc://SAS_1970s/dbo.SAS_Docs/1512486,,HELSINKI,FRANKFURT,19-Aug-74,,ASEC,n/a,UNCLASSIFIED
399,odbc://SAS_1970s/dbo.SAS_Docs/1511384,BOULDER NAME CHECK,DUSSELDORF,STATE BONN,19-Aug-74,,ASEC,n/a,UNCLASSIFIED
400,odbc://SAS_1970s/dbo.SAS_Docs/1539476,"REENLISTMENT PHYSICAL FOR [Sensitive Information Removed, NARA 3/1/2006]
BANGKOK FOR CPOIC/RSO;  DEPT FOR OIC/NSU",SAIGON,BANGKOK,15-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
401,odbc://SAS_1970s/dbo.SAS_Docs/1539500,,STATE,GUATEMALA,15-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
402,odbc://SAS_1970s/dbo.SAS_Docs/1552610,USAEC INFO REQUEST - EARTHQUAKES,LONDON,STATE,14-Aug-74,,"TECH, US, UK, AEC, (AMBRASEYS, N N)",EARTHQUAKES,UNCLASSIFIED
403,odbc://SAS_1970s/dbo.SAS_Docs/1571185,ARRIVAL OF SEABEE MCNEELY AND FAMILY DEPT. FOR NAVAL SUPPORT UNIT;  FRANKFURT FOR RSS AND RTC,BUDAPEST,STATE,13-Aug-74,,"ASEC, APER, ATRN",n/a,UNCLASSIFIED
404,odbc://SAS_1970s/dbo.SAS_Docs/1570995,,DACCA,STATE,13-Aug-74,,"AFSP, ASEC",n/a,UNCLASSIFIED
405,odbc://SAS_1970s/dbo.SAS_Docs/1570502,n/a,ASUNCION,PANAMA,13-Aug-74,,ASEC,n/a,UNCLASSIFIED
406,odbc://SAS_1970s/dbo.SAS_Docs/1567735,,NEW DELHI,n/a,13-Aug-74,,"ASEC, IN",n/a,UNCLASSIFIED
407,odbc://SAS_1970s/dbo.SAS_Docs/1567759,REPORT OF TRANSFER,GENEVA,FRANKFURT,13-Aug-74,,ASEC,n/a,UNCLASSIFIED
408,odbc://SAS_1970s/dbo.SAS_Docs/1568272,W/W:ARREST & DETENTION: PRESS REPORTS REGARDING AMERICANS IMPRISONED  IN MEXICO.,MEXICO,STATE,13-Aug-74,,"CASC, PFOR, MX, US","PRESS COMMENTS, PRISONERS WELFARE",UNCLASSIFIED
409,odbc://SAS_1970s/dbo.SAS_Docs/1596704,,SAN JOSE,CMC WASHDC STATE,9-Aug-74,,"APER, ASEC, AFIN, (CARTER, JAMES E)",n/a,UNCLASSIFIED
410,odbc://SAS_1970s/dbo.SAS_Docs/1640549,,BRASILIA,STATE,6-Aug-74,,ASEC,n/a,UNCLASSIFIED
411,odbc://SAS_1970s/dbo.SAS_Docs/1598656,,DUSSELDORF,STATE BONN,9-Aug-74,,ASEC,n/a,UNCLASSIFIED
412,odbc://SAS_1970s/dbo.SAS_Docs/1598652,,FRANKFURT,n/a,9-Aug-74,,ASEC,n/a,UNCLASSIFIED
413,odbc://SAS_1970s/dbo.SAS_Docs/1583990,ASG PERS CAIRO STATE FOR A/SY/FO,ADDIS ABABA,ABIDJAN,12-Aug-74,,ASEC,n/a,UNCLASSIFIED
414,odbc://SAS_1970s/dbo.SAS_Docs/1583902,ASG PERS CAIRO: LCPL DYMERSKY A. ADDIS ABABA 9506,ABIDJAN,ADDIS ABABA,12-Aug-74,,ASEC,n/a,UNCLASSIFIED
415,odbc://SAS_1970s/dbo.SAS_Docs/1616549,ADVICE TO AMERICAN TRAVELLERS,STATE,EUR POSTS AF POSTS,7-Aug-74,,"CVIS, PORS, IV, (MAZZARELLA, JANIS)","TRAVEL CONTROLS, ENTRY VISAS",UNCLASSIFIED
416,odbc://SAS_1970s/dbo.SAS_Docs/1577643,REPORT OF REASG,PRAGUE,FRANKFURT,12-Aug-74,,ASEC,n/a,UNCLASSIFIED
417,odbc://SAS_1970s/dbo.SAS_Docs/1580190,ARRIVAL OF SEABEE,ATHENS,STATE,12-Aug-74,,"ASEC, APER, OGEN, AFSP, ATRN",n/a,UNCLASSIFIED
418,odbc://SAS_1970s/dbo.SAS_Docs/1580231,ARRIVAL OF SEABEE MCNEELY AND FAMILY,BUDAPEST,STATE,12-Aug-74,,"ASEC, APER, ATRN",n/a,UNCLASSIFIED
419,odbc://SAS_1970s/dbo.SAS_Docs/1602949,ARRIVAL OF SEABEE SPECIAL PROJECT TEAM PASS TO NAVAL SUPPORT UNIT,ATHENS,STATE,9-Aug-74,,"ASEC, APER, OGEN, AFSP",n/a,UNCLASSIFIED
420,odbc://SAS_1970s/dbo.SAS_Docs/1579427,n/a,BEIRUT,STATE AMMAN,12-Aug-74,,ASEC,n/a,UNCLASSIFIED
421,odbc://SAS_1970s/dbo.SAS_Docs/1579422,n/a,BEIRUT,STATE FBI,12-Aug-74,,ASEC,n/a,UNCLASSIFIED
422,odbc://SAS_1970s/dbo.SAS_Docs/1677053,"BOULDER CREW LIST ""D"" VISA LRM 805 ISSUED JULY 31, 1974 M/V SKIRON",LOURENCO MARQUES,STATE FBI,1-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
423,odbc://SAS_1970s/dbo.SAS_Docs/1677040,,PRAGUE,FRANKFURT,1-Aug-74,,ASEC,n/a,UNCLASSIFIED
424,odbc://SAS_1970s/dbo.SAS_Docs/1677885,UD WORKSHEED 94-74,PARIS,FRANKFURT,1-Aug-74,,ASEC,n/a,UNCLASSIFIED
425,odbc://SAS_1970s/dbo.SAS_Docs/1640541,,FRANKFURT,n/a,6-Aug-74,,ASEC,n/a,UNCLASSIFIED
426,odbc://SAS_1970s/dbo.SAS_Docs/1649076,"SEABEE TRAVEL FOR OIC, NSU.",LENINGRAD,STATE,5-Aug-74,,"ASEC, OTRA, OGEN",n/a,UNCLASSIFIED
427,odbc://SAS_1970s/dbo.SAS_Docs/1648296,,RABAT,BEIRUT,5-Aug-74,,ASEC,n/a,UNCLASSIFIED
428,odbc://SAS_1970s/dbo.SAS_Docs/1622834,,FRANKFURT,n/a,7-Aug-74,,ASEC,n/a,UNCLASSIFIED
429,odbc://SAS_1970s/dbo.SAS_Docs/1648931,,STATE,MOSCOW,5-Aug-74,,"ASEC, APER",n/a,UNCLASSIFIED
430,odbc://SAS_1970s/dbo.SAS_Docs/1651012,REPORT OF JOIN A. UD WORKSHEET NUMBER 13-74,BONN,n/a,5-Aug-74,,ASEC,n/a,UNCLASSIFIED
431,odbc://SAS_1970s/dbo.SAS_Docs/1652739,BOULDER NAME CHECK,BILBAO,STATE FBI,5-Aug-74,,"CVIS, ASEC, SY, SP",n/a,UNCLASSIFIED
432,odbc://SAS_1970s/dbo.SAS_Docs/1653044,,ASUNCION,PANAMA,5-Aug-74,,ASEC,n/a,UNCLASSIFIED
433,odbc://SAS_1970s/dbo.SAS_Docs/1653040,MSG JOINING,ASUNCION,PANAMA,5-Aug-74,,ASEC,n/a,UNCLASSIFIED
434,odbc://SAS_1970s/dbo.SAS_Docs/1655201,MONTHLY PERS RPT A. BNO P5000.1B,FRANKFURT,n/a,3-Aug-74,,ASEC,n/a,UNCLASSIFIED
435,odbc://SAS_1970s/dbo.SAS_Docs/1456209,,STATE,CO NAVAL SCHOOLS CONSTRUCTION PORT,23-Aug-74,,"ASEC, APER, (SAUNDRY, RICHARD WILLIAM)",n/a,UNCLASSIFIED
